age,workclass,final_weight,education,education_number,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salario
29,Private,203697,universidad,13,casado,Prof-specialty,Own-child,White,Masculino,0,0,75,Norte America,<=50K
59,autonomo,104216,master,15,casado,Sales,Husband,White,Masculino,0,0,25,Norte America,<=50K
30,Private,177522,secundaria,9,casado,Adm-clerical,Own-child,White,Femenino,0,0,20,Norte America,<=50K
36,Private,317040,bachillerato,11,separado,Adm-clerical,Unmarried,Black,Femenino,0,0,54,Norte America,<=50K
19,Private,210509,bachillerato,10,soltero,Adm-clerical,Own-child,White,Femenino,0,0,30,Norte America,<=50K
26,Private,177951,secundaria,9,casado,Handlers-cleaners,Husband,White,Masculino,0,0,48,Norte America,<=50K
51,Private,33304,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
52,funcionario,334273,bachillerato,12,casado,Sales,Husband,White,Masculino,0,0,40,Norte America,>50K
26,Private,129661,universidad,13,soltero,Adm-clerical,Not-in-family,Asian-Pac-Islander,Femenino,0,0,40,Norte America,<=50K
57,autonomo,220789,secundaria,9,casado,Sales,Husband,White,Masculino,0,0,45,Norte America,>50K
23,funcionario,210781,universidad,13,soltero,Prof-specialty,Own-child,White,Femenino,0,0,15,Norte America,<=50K
45,funcionario,37306,universidad,13,casado,Prof-specialty,Husband,White,Masculino,0,0,45,Norte America,>50K
41,Private,352834,universidad,13,casado,Prof-specialty,Husband,White,Masculino,7688,0,55,Norte America,>50K
31,Private,162160,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,47,Norte America,<=50K
31,Private,43607,universidad,13,separado,Adm-clerical,Unmarried,White,Masculino,0,0,60,Norte America,<=50K
61,Private,204908,primaria,5,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
53,Private,150726,bachillerato,10,separado,Adm-clerical,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
19,Private,124486,primaria,8,soltero,Other-service,Own-child,White,Masculino,0,1602,20,Norte America,<=50K
38,Private,33001,universidad,13,casado,Exec-managerial,Husband,White,Masculino,0,0,55,Norte America,>50K
35,funcionario,105138,master,15,casado,Prof-specialty,Husband,White,Masculino,0,0,55,Norte America,<=50K
31,Private,265706,universidad,13,soltero,Sales,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
60,Private,81578,primaria,5,casado,Sales,Husband,White,Masculino,0,0,40,Norte America,<=50K
51,Private,176969,secundaria,9,casado,Machine-op-inspct,Husband,White,Masculino,0,0,48,Norte America,<=50K
45,autonomo,277630,bachillerato,10,separado,Exec-managerial,Not-in-family,Black,Masculino,0,0,48,Norte America,<=50K
45,funcionario,197332,universidad,13,soltero,Exec-managerial,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
33,Private,179758,secundaria,9,casado,Sales,Wife,White,Femenino,0,0,20,Norte America,<=50K
47,autonomo,147869,secundaria,9,casado,Sales,Husband,White,Masculino,0,0,50,Norte America,<=50K
35,funcionario,88215,universidad,13,casado,Prof-specialty,Wife,Asian-Pac-Islander,Femenino,0,0,40,Asia,>50K
56,Private,329059,secundaria,9,casado,Machine-op-inspct,Husband,White,Masculino,0,0,40,Europa,>50K
66,autonomo,28061,primaria,4,separado,Farming-fishing,Unmarried,White,Masculino,0,0,50,Norte America,<=50K
27,Private,132805,primaria,6,soltero,Sales,Other-relative,White,Masculino,0,1980,40,Norte America,<=50K
78,autonomo,212660,primaria,7,casado,Exec-managerial,Husband,White,Masculino,0,0,10,Norte America,<=50K
46,Private,273771,universidad,13,casado,Sales,Husband,White,Masculino,99999,0,40,Norte America,>50K
61,Private,120939,master,15,casado,Transport-moving,Husband,White,Masculino,0,0,5,Norte America,>50K
48,Private,167159,bachillerato,11,soltero,Adm-clerical,Unmarried,White,Masculino,0,0,40,Norte America,<=50K
21,Private,246207,bachillerato,10,soltero,Adm-clerical,Own-child,Black,Femenino,0,0,20,Norte America,<=50K
37,Private,159917,primaria,5,separado,Other-service,Unmarried,White,Femenino,0,0,25,Norte America,<=50K
48,Private,266764,bachillerato,10,casado,Craft-repair,Husband,White,Masculino,0,0,45,Norte America,>50K
36,Private,185394,secundaria,9,soltero,Adm-clerical,Unmarried,White,Femenino,0,0,40,Norte America,<=50K
29,funcionario,224858,bachillerato,10,casado,Protective-serv,Husband,White,Masculino,0,0,60,Norte America,<=50K
59,funcionario,435836,primaria,6,casado,Other-service,Wife,White,Femenino,0,0,30,Norte America,>50K
42,Private,196797,secundaria,9,soltero,Transport-moving,Unmarried,Black,Femenino,0,0,38,Norte America,<=50K
38,Private,71701,bachillerato,11,soltero,Craft-repair,Not-in-family,White,Femenino,0,0,40,Europa,<=50K
31,Private,238816,bachillerato,11,casado,Tech-support,Husband,White,Masculino,0,0,40,Norte America,<=50K
22,Private,237498,secundaria,9,soltero,Other-service,Own-child,White,Masculino,0,0,40,Norte America,<=50K
21,Private,321426,bachillerato,10,soltero,Sales,Unmarried,White,Femenino,0,0,49,Norte America,<=50K
29,Private,256671,secundaria,9,casado,Adm-clerical,Wife,White,Femenino,0,0,40,Norte America,<=50K
33,Private,323619,bachillerato,10,soltero,Adm-clerical,Unmarried,White,Femenino,0,0,40,Norte America,<=50K
53,Private,335481,secundaria,9,casado,Adm-clerical,Wife,Black,Femenino,0,0,32,Norte America,<=50K
39,Private,370549,bachillerato,10,casado,Sales,Wife,White,Femenino,0,0,30,Norte America,>50K
51,funcionario,124076,universidad,13,separado,Adm-clerical,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
52,Private,279543,bachillerato,10,casado,Sales,Husband,White,Masculino,0,0,60,Norte America,>50K
34,autonomo,28568,secundaria,9,separado,Exec-managerial,Not-in-family,White,Masculino,0,0,60,Norte America,>50K
61,funcionario,151369,master,15,casado,Prof-specialty,Husband,White,Masculino,0,0,50,Norte America,>50K
40,Private,182217,bachillerato,10,casado,Other-service,Wife,White,Femenino,0,0,40,Europa,<=50K
30,Private,30226,primaria,7,separado,Sales,Own-child,White,Masculino,0,0,40,Norte America,<=50K
23,Private,201680,primaria,8,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
22,Private,124971,secundaria,9,soltero,Craft-repair,Not-in-family,White,Masculino,0,0,45,Norte America,<=50K
48,funcionario,67229,master,14,separado,Adm-clerical,Unmarried,Black,Femenino,0,0,40,Norte America,<=50K
29,funcionario,280344,bachillerato,10,casado,Transport-moving,Husband,White,Masculino,0,0,40,Norte America,<=50K
60,funcionario,227311,primaria,6,separado,Adm-clerical,Unmarried,White,Femenino,0,0,40,Norte America,<=50K
49,Private,452402,bachillerato,10,separado,Exec-managerial,Unmarried,Black,Femenino,0,0,60,Norte America,<=50K
43,Private,188808,master,14,casado,Exec-managerial,Husband,White,Masculino,0,0,45,Norte America,>50K
74,Private,84197,master,14,separado,Sales,Not-in-family,White,Femenino,0,0,10,Norte America,<=50K
25,Private,52536,bachillerato,12,separado,Tech-support,Own-child,White,Femenino,0,1594,25,Norte America,<=50K
34,funcionario,106169,master,14,separado,Prof-specialty,Not-in-family,White,Femenino,0,0,50,Norte America,<=50K
59,Private,199713,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
47,funcionario,102628,bachillerato,10,casado,Other-service,Husband,White,Masculino,0,0,40,Norte America,>50K
55,Private,323639,bachillerato,10,casado,Transport-moving,Husband,White,Masculino,0,0,74,Norte America,>50K
44,autonomo,133060,bachillerato,10,separado,Machine-op-inspct,Not-in-family,White,Masculino,0,0,60,Norte America,<=50K
48,funcionario,120131,universidad,13,separado,Prof-specialty,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
30,Private,77266,secundaria,9,separado,Transport-moving,Not-in-family,White,Masculino,0,0,55,Norte America,<=50K
18,Private,118847,primaria,8,soltero,Sales,Own-child,White,Femenino,0,0,20,Norte America,<=50K
33,Private,159187,bachillerato,10,casado,Machine-op-inspct,Husband,White,Masculino,0,0,54,Norte America,>50K
28,Private,411587,bachillerato,10,soltero,Protective-serv,Own-child,White,Masculino,0,0,40,Norte America,<=50K
45,Private,274689,primaria,6,casado,Craft-repair,Husband,White,Masculino,0,0,60,Norte America,<=50K
23,Private,182117,bachillerato,10,soltero,Other-service,Own-child,White,Masculino,0,0,40,Norte America,<=50K
55,Private,160631,secundaria,9,casado,Machine-op-inspct,Husband,White,Masculino,4508,0,8,Europa,<=50K
54,Private,420691,primaria,2,casado,Other-service,Husband,White,Masculino,0,0,40,Norte America,<=50K
42,Private,243380,master,14,separado,Sales,Not-in-family,White,Masculino,0,0,50,Norte America,<=50K
47,Private,101825,secundaria,9,casado,Adm-clerical,Wife,White,Femenino,0,0,40,Norte America,>50K
26,Private,172013,secundaria,9,soltero,Craft-repair,Own-child,White,Masculino,0,0,40,Norte America,<=50K
49,Private,91251,secundaria,9,casado,Other-service,Husband,Asian-Pac-Islander,Masculino,0,0,40,Asia,<=50K
37,Private,50837,master,14,casado,Prof-specialty,Husband,White,Masculino,0,0,45,Norte America,>50K
34,Private,185063,bachillerato,10,casado,Machine-op-inspct,Husband,White,Masculino,0,0,45,Norte America,>50K
25,funcionario,276249,master,14,soltero,Prof-specialty,Own-child,White,Femenino,0,0,40,Norte America,<=50K
52,Private,162238,universidad,13,casado,Prof-specialty,Husband,White,Masculino,0,0,38,Norte America,>50K
48,Private,54759,secundaria,9,separado,Prof-specialty,Unmarried,White,Femenino,0,0,38,Norte America,<=50K
41,autonomo,233150,bachillerato,11,casado,Sales,Husband,White,Masculino,0,0,55,Norte America,<=50K
49,funcionario,194895,universidad,13,separado,Prof-specialty,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
32,Private,252646,bachillerato,11,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,>50K
25,Private,212800,bachillerato,10,soltero,Sales,Own-child,White,Femenino,0,0,40,Norte America,<=50K
21,Private,109952,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
44,Private,271756,secundaria,9,casado,Adm-clerical,Husband,Black,Masculino,0,0,40,Norte America,>50K
29,Private,77760,secundaria,9,casado,Adm-clerical,Husband,White,Masculino,0,0,45,Norte America,<=50K
53,Private,139522,secundaria,9,casado,Other-service,Wife,White,Femenino,0,1573,40,Europa,<=50K
51,funcionario,140516,master,14,casado,Prof-specialty,Husband,White,Masculino,0,0,40,Norte America,>50K
19,Private,163015,bachillerato,10,soltero,Machine-op-inspct,Own-child,White,Femenino,0,0,20,Norte America,<=50K
43,Private,174575,bachillerato,10,separado,Prof-specialty,Unmarried,White,Masculino,0,0,45,Norte America,<=50K
49,funcionario,72619,bachillerato,10,separado,Adm-clerical,Unmarried,White,Femenino,0,0,50,Norte America,<=50K
29,Private,123200,bachillerato,10,casado,Machine-op-inspct,Husband,Other,Masculino,0,2415,40,Norte America,>50K
23,Private,445758,primaria,3,soltero,Handlers-cleaners,Unmarried,White,Masculino,0,0,40,Norte America,<=50K
26,Private,236242,master,15,soltero,Prof-specialty,Not-in-family,White,Femenino,0,0,30,Norte America,<=50K
19,autonomo,36012,bachillerato,10,soltero,Craft-repair,Own-child,White,Masculino,0,0,20,Norte America,<=50K
55,Private,70439,master,14,casado,Prof-specialty,Husband,White,Masculino,0,0,25,Norte America,>50K
46,funcionario,149551,secundaria,9,casado,Protective-serv,Husband,White,Masculino,5013,0,50,Norte America,<=50K
56,Private,371064,primaria,5,casado,Other-service,Husband,White,Masculino,0,0,40,Norte America,<=50K
57,Private,249977,bachillerato,11,casado,Prof-specialty,Husband,White,Masculino,0,0,40,Norte America,<=50K
30,Private,19302,bachillerato,10,soltero,Adm-clerical,Not-in-family,White,Masculino,0,0,48,Norte America,<=50K
26,Private,186168,universidad,13,soltero,Exec-managerial,Own-child,White,Femenino,0,0,40,Norte America,<=50K
36,Private,197860,secundaria,9,separado,Other-service,Unmarried,Black,Femenino,0,0,40,Norte America,<=50K
23,Private,141427,universidad,13,soltero,Exec-managerial,Not-in-family,Black,Femenino,0,0,40,Norte America,<=50K
36,Private,473547,secundaria,9,casado,Craft-repair,Husband,Black,Masculino,0,0,30,Norte America,<=50K
18,Private,187790,secundaria,9,soltero,Adm-clerical,Own-child,White,Femenino,0,0,40,Norte America,<=50K
49,Private,123681,bachillerato,12,separado,Sales,Unmarried,White,Masculino,0,0,35,Norte America,<=50K
41,funcionario,19914,universidad,13,casado,Adm-clerical,Wife,Asian-Pac-Islander,Femenino,0,0,40,Asia,>50K
56,autonomo,98418,master,15,casado,Prof-specialty,Husband,White,Masculino,99999,0,40,Norte America,>50K
45,Private,264514,universidad,13,separado,Adm-clerical,Not-in-family,Asian-Pac-Islander,Femenino,0,0,40,Asia,<=50K
41,Private,116391,universidad,13,casado,Exec-managerial,Husband,White,Masculino,0,0,40,Norte America,>50K
59,Private,100453,primaria,4,separado,Other-service,Own-child,Black,Femenino,0,0,38,Norte America,<=50K
43,funcionario,101383,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,>50K
29,Private,200511,universidad,13,casado,Sales,Husband,White,Masculino,0,0,50,Norte America,<=50K
25,Private,366416,secundaria,9,soltero,Adm-clerical,Own-child,White,Femenino,0,0,40,Norte America,<=50K
32,Private,313729,secundaria,9,casado,Adm-clerical,Husband,White,Masculino,0,0,40,Norte America,<=50K
63,Private,697806,secundaria,9,casado,Transport-moving,Husband,White,Masculino,0,0,60,Norte America,<=50K
24,Private,169532,bachillerato,12,soltero,Adm-clerical,Own-child,White,Femenino,0,0,15,Norte America,<=50K
29,Private,58115,universidad,13,casado,Sales,Husband,White,Masculino,0,0,41,Norte America,<=50K
43,Private,160246,bachillerato,10,separado,Prof-specialty,Unmarried,Black,Femenino,0,0,40,Norte America,<=50K
73,Private,53114,bachillerato,10,separado,Sales,Not-in-family,White,Femenino,2538,0,20,Norte America,<=50K
34,funcionario,275880,universidad,13,separado,Exec-managerial,Unmarried,Black,Femenino,0,0,38,Norte America,<=50K
45,Private,302677,bachillerato,10,soltero,Exec-managerial,Not-in-family,White,Femenino,0,1340,50,Norte America,<=50K
55,Private,202220,secundaria,9,casado,Other-service,Wife,Black,Femenino,2407,0,35,Norte America,<=50K
60,autonomo,282660,primaria,4,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
18,Private,27920,primaria,7,soltero,Exec-managerial,Own-child,White,Femenino,0,0,25,Norte America,<=50K
21,Private,136610,primaria,8,soltero,Handlers-cleaners,Own-child,White,Masculino,0,0,32,Norte America,<=50K
20,Private,187158,secundaria,9,soltero,Machine-op-inspct,Own-child,White,Femenino,0,0,40,Norte America,<=50K
28,Private,189530,secundaria,9,casado,Sales,Husband,White,Masculino,0,0,35,Norte America,<=50K
28,Private,185647,bachillerato,10,casado,Craft-repair,Husband,White,Masculino,0,0,45,Norte America,<=50K
37,Private,42044,secundaria,9,separado,Exec-managerial,Not-in-family,White,Masculino,0,0,35,Norte America,<=50K
24,Private,111445,secundaria,9,soltero,Sales,Not-in-family,White,Masculino,0,0,38,Norte America,<=50K
50,Private,421132,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
47,funcionario,169324,master,14,casado,Prof-specialty,Wife,Black,Femenino,4386,0,35,Norte America,>50K
24,Private,200295,bachillerato,10,soltero,Other-service,Not-in-family,White,Masculino,0,0,30,Norte America,<=50K
35,funcionario,112008,bachillerato,10,casado,Tech-support,Husband,White,Masculino,0,0,40,Europa,<=50K
68,Private,159191,bachillerato,10,soltero,Adm-clerical,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
41,Private,39581,bachillerato,10,separado,Adm-clerical,Not-in-family,Black,Femenino,0,0,24,Norte America,<=50K
48,Private,182313,bachillerato,10,casado,Handlers-cleaners,Husband,White,Masculino,0,0,40,Norte America,<=50K
39,Private,252327,primaria,5,separado,Craft-repair,Own-child,White,Masculino,0,0,35,Norte America,<=50K
19,Private,194260,bachillerato,10,soltero,Sales,Own-child,White,Femenino,0,0,20,Norte America,<=50K
31,Private,187215,secundaria,9,soltero,Priv-house-serv,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
43,Private,26915,bachillerato,11,casado,Exec-managerial,Husband,White,Masculino,0,0,45,Norte America,>50K
41,Private,141642,secundaria,9,soltero,Other-service,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
19,Private,84250,bachillerato,10,soltero,Sales,Own-child,White,Femenino,0,0,22,Norte America,<=50K
36,Private,116608,secundaria,9,soltero,Adm-clerical,Not-in-family,White,Femenino,4865,0,40,Norte America,<=50K
50,Private,161438,secundaria,9,casado,Exec-managerial,Husband,White,Masculino,0,0,50,Norte America,>50K
44,Private,182370,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
52,Private,178983,primaria,7,casado,Other-service,Husband,White,Masculino,0,0,40,Norte America,<=50K
19,Private,311293,secundaria,9,soltero,Other-service,Own-child,Black,Masculino,0,0,25,Norte America,<=50K
38,funcionario,318912,bachillerato,11,separado,Adm-clerical,Own-child,Black,Masculino,0,0,52,Norte America,<=50K
45,autonomo,123681,master,15,casado,Prof-specialty,Husband,White,Masculino,0,0,40,Norte America,>50K
51,funcionario,136060,secundaria,9,separado,Adm-clerical,Unmarried,White,Femenino,0,0,40,Norte America,<=50K
62,Private,189665,master,14,casado,Exec-managerial,Husband,White,Masculino,15024,0,40,Norte America,>50K
37,Private,174329,bachillerato,10,soltero,Other-service,Own-child,White,Masculino,0,0,20,Norte America,<=50K
38,Private,204556,secundaria,9,separado,Craft-repair,Not-in-family,Black,Masculino,0,0,40,Norte America,<=50K
30,Private,270889,bachillerato,10,casado,Adm-clerical,Husband,White,Masculino,0,0,40,Norte America,>50K
33,Private,159322,secundaria,9,separado,Other-service,Unmarried,White,Masculino,0,0,40,Norte America,<=50K
43,Private,220609,bachillerato,10,separado,Tech-support,Not-in-family,White,Femenino,0,0,50,Norte America,<=50K
18,Private,123343,primaria,7,soltero,Sales,Not-in-family,White,Femenino,0,0,30,Norte America,<=50K
28,Private,301010,primaria,7,soltero,Other-service,Not-in-family,Black,Masculino,0,0,40,Norte America,<=50K
32,Private,72887,bachillerato,10,casado,Sales,Husband,Asian-Pac-Islander,Masculino,0,0,40,Norte America,>50K
31,Private,98639,secundaria,9,soltero,Craft-repair,Unmarried,White,Masculino,0,0,40,Norte America,<=50K
22,Private,102258,bachillerato,10,separado,Protective-serv,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
69,Private,108196,primaria,5,soltero,Craft-repair,Other-relative,White,Masculino,2993,0,40,Norte America,<=50K
47,Private,233511,master,14,separado,Sales,Not-in-family,White,Masculino,27828,0,60,Norte America,>50K
50,Private,185846,secundaria,9,casado,Transport-moving,Husband,White,Masculino,3103,0,40,Norte America,>50K
57,Private,135796,primaria,6,casado,Machine-op-inspct,Husband,Black,Masculino,0,0,48,Norte America,<=50K
33,Private,220362,bachillerato,11,casado,Transport-moving,Husband,White,Masculino,0,0,84,Norte America,>50K
28,Private,216757,doctorado,16,soltero,Prof-specialty,Own-child,White,Masculino,0,0,30,Norte America,<=50K
27,Private,147839,bachillerato,10,soltero,Handlers-cleaners,Not-in-family,White,Masculino,0,0,38,Norte America,<=50K
58,Private,94741,primaria,8,casado,Other-service,Wife,White,Femenino,0,0,24,Norte America,<=50K
24,Private,99386,universidad,13,casado,Prof-specialty,Own-child,White,Femenino,0,0,40,Norte America,<=50K
41,Private,336643,bachillerato,10,separado,Exec-managerial,Not-in-family,White,Femenino,0,0,80,Norte America,<=50K
54,Private,143822,bachillerato,10,casado,Craft-repair,Husband,White,Masculino,0,0,45,Norte America,>50K
41,Private,113491,bachillerato,10,casado,Prof-specialty,Husband,White,Masculino,0,0,40,Norte America,>50K
37,autonomo,154410,master,14,soltero,Exec-managerial,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
39,autonomo,167106,bachillerato,12,casado,Sales,Husband,Asian-Pac-Islander,Masculino,0,0,72,Otros,<=50K
54,Private,186117,universidad,13,casado,Craft-repair,Husband,White,Masculino,0,0,45,Norte America,>50K
60,Private,325971,secundaria,9,casado,Machine-op-inspct,Husband,White,Masculino,7688,0,40,Norte America,>50K
38,Private,227794,universidad,13,soltero,Adm-clerical,Not-in-family,Black,Masculino,0,0,40,Norte America,<=50K
55,Private,250322,secundaria,9,separado,Adm-clerical,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
47,Private,97176,bachillerato,10,separado,Exec-managerial,Unmarried,White,Femenino,0,0,40,Norte America,<=50K
54,Private,139127,secundaria,9,separado,Other-service,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
66,Private,29431,secundaria,9,casado,Sales,Husband,White,Masculino,0,0,50,Norte America,<=50K
21,Private,57916,secundaria,9,soltero,Protective-serv,Own-child,White,Masculino,0,0,40,Norte America,<=50K
36,Private,140327,secundaria,9,casado,Sales,Wife,White,Femenino,7298,0,35,Norte America,>50K
32,Private,155232,universidad,13,separado,Protective-serv,Not-in-family,Black,Masculino,0,0,60,Norte America,>50K
21,Private,43587,bachillerato,10,soltero,Sales,Own-child,White,Femenino,0,0,30,Norte America,<=50K
29,autonomo,218555,master,14,soltero,Prof-specialty,Own-child,White,Masculino,0,0,40,Norte America,<=50K
32,Private,63564,secundaria,9,soltero,Other-service,Own-child,Black,Femenino,0,0,40,Norte America,<=50K
44,Private,76487,secundaria,9,casado,Transport-moving,Husband,White,Masculino,0,0,40,Norte America,<=50K
61,Private,162397,universidad,13,casado,Sales,Husband,White,Masculino,0,0,40,Norte America,>50K
44,funcionario,128586,universidad,13,soltero,Farming-fishing,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
28,autonomo,420054,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,40,Europa,<=50K
20,Private,745817,bachillerato,10,soltero,Tech-support,Own-child,White,Femenino,0,0,15,Norte America,<=50K
25,Private,231714,bachillerato,10,casado,Machine-op-inspct,Husband,White,Masculino,0,0,40,Norte America,<=50K
23,Private,342946,primaria,7,soltero,Transport-moving,Own-child,White,Femenino,0,0,38,Norte America,<=50K
41,autonomo,38876,bachillerato,11,casado,Farming-fishing,Husband,White,Masculino,0,0,60,Norte America,<=50K
40,Private,187802,bachillerato,10,casado,Handlers-cleaners,Husband,White,Masculino,0,1887,40,Norte America,>50K
33,Private,130057,bachillerato,12,soltero,Craft-repair,Not-in-family,White,Masculino,0,0,45,Norte America,<=50K
17,Private,198830,primaria,7,soltero,Adm-clerical,Other-relative,White,Femenino,0,0,10,Norte America,<=50K
37,funcionario,289653,bachillerato,10,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
49,autonomo,94606,doctorado,16,casado,Prof-specialty,Husband,Black,Masculino,0,0,60,Norte America,>50K
36,autonomo,219155,bachillerato,10,casado,Sales,Husband,White,Masculino,0,0,50,Norte America,>50K
58,Private,174040,bachillerato,10,soltero,Farming-fishing,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
70,Private,77219,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,37,Norte America,<=50K
40,Private,75615,secundaria,9,casado,Sales,Husband,Black,Masculino,0,0,43,Norte America,<=50K
52,Private,416129,primaria,1,casado,Other-service,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
42,Private,30824,master,14,separado,Prof-specialty,Not-in-family,White,Femenino,2354,0,16,Norte America,<=50K
35,Private,152375,secundaria,9,soltero,Sales,Not-in-family,White,Masculino,0,0,45,Norte America,<=50K
38,Private,248941,bachillerato,10,casado,Tech-support,Husband,White,Masculino,0,0,40,Norte America,>50K
45,Private,179428,bachillerato,10,casado,Transport-moving,Husband,White,Masculino,0,0,55,Norte America,<=50K
31,Private,113543,bachillerato,10,casado,Other-service,Husband,White,Masculino,0,0,40,Norte America,>50K
51,funcionario,114508,primaria,5,separado,Other-service,Other-relative,White,Femenino,0,0,40,Norte America,<=50K
51,Private,107123,primaria,4,casado,Transport-moving,Husband,Black,Masculino,0,0,40,Norte America,<=50K
66,Private,141085,secundaria,9,separado,Priv-house-serv,Not-in-family,White,Femenino,0,0,8,Norte America,<=50K
42,Private,109067,universidad,13,separado,Tech-support,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
56,Private,155657,primaria,4,separado,Machine-op-inspct,Not-in-family,White,Femenino,0,0,20,Europa,<=50K
19,Private,208066,bachillerato,10,soltero,Sales,Own-child,White,Femenino,0,0,20,Norte America,<=50K
39,Private,60070,secundaria,9,separado,Other-service,Unmarried,White,Femenino,0,0,24,Norte America,<=50K
20,Private,471452,bachillerato,10,soltero,Other-service,Own-child,White,Masculino,0,0,30,Norte America,<=50K
30,Private,35644,primaria,7,casado,Handlers-cleaners,Husband,White,Masculino,0,0,50,Norte America,<=50K
61,autonomo,315977,secundaria,9,casado,Transport-moving,Husband,Black,Masculino,0,0,40,Norte America,<=50K
34,funcionario,240283,secundaria,9,separado,Transport-moving,Unmarried,White,Femenino,0,0,40,Norte America,<=50K
39,autonomo,135500,secundaria,9,casado,Exec-managerial,Husband,White,Masculino,0,1977,40,Norte America,>50K
27,Private,253814,bachillerato,10,soltero,Adm-clerical,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
34,autonomo,48935,bachillerato,10,casado,Farming-fishing,Wife,White,Femenino,0,0,30,Norte America,<=50K
44,funcionario,180609,secundaria,9,casado,Protective-serv,Husband,White,Masculino,0,0,40,Norte America,<=50K
78,autonomo,213136,secundaria,9,separado,Exec-managerial,Not-in-family,White,Masculino,0,0,24,Norte America,<=50K
39,Private,98941,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
39,autonomo,163204,secundaria,9,casado,Sales,Husband,White,Masculino,0,0,40,Norte America,<=50K
52,Private,230657,secundaria,9,casado,Machine-op-inspct,Husband,Other,Masculino,3781,0,40,Sud America,<=50K
33,Private,89360,secundaria,9,casado,Transport-moving,Husband,Black,Masculino,5178,0,55,Norte America,>50K
28,Private,129882,bachillerato,10,soltero,Adm-clerical,Unmarried,Black,Femenino,0,0,40,Norte America,<=50K
51,funcionario,285747,master,14,casado,Prof-specialty,Husband,White,Masculino,0,1977,60,Norte America,>50K
50,funcionario,96062,secundaria,9,casado,Protective-serv,Husband,White,Masculino,0,0,40,Norte America,<=50K
57,autonomo,65080,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,50,Norte America,>50K
32,Private,152940,bachillerato,12,soltero,Adm-clerical,Own-child,White,Masculino,0,0,30,Norte America,<=50K
33,Private,238912,doctorado,16,casado,Prof-specialty,Husband,White,Masculino,0,0,60,Norte America,>50K
30,Private,97723,universidad,13,casado,Craft-repair,Husband,White,Masculino,0,0,30,Norte America,<=50K
24,Private,211129,universidad,13,soltero,Exec-managerial,Other-relative,White,Femenino,0,0,60,Norte America,>50K
48,Private,268022,bachillerato,12,casado,Exec-managerial,Husband,White,Masculino,7298,0,55,Norte America,>50K
41,funcionario,575442,bachillerato,10,separado,Craft-repair,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
48,autonomo,246891,master,15,casado,Craft-repair,Husband,White,Masculino,0,0,60,Norte America,<=50K
34,Private,79637,universidad,13,soltero,Exec-managerial,Own-child,Amer-Indian-Eskimo,Femenino,0,0,40,Norte America,<=50K
32,Private,344129,secundaria,9,casado,Machine-op-inspct,Husband,White,Masculino,0,0,40,Norte America,>50K
18,Private,237646,bachillerato,10,soltero,Adm-clerical,Own-child,White,Masculino,0,0,30,Norte America,<=50K
48,funcionario,100818,universidad,13,separado,Prof-specialty,Unmarried,White,Femenino,7443,0,45,Norte America,<=50K
20,Private,19410,secundaria,9,soltero,Other-service,Unmarried,Amer-Indian-Eskimo,Femenino,0,0,40,Norte America,<=50K
